"TSectors","Intensity"
"Agriculture",0
"Business",17.4
"Catholic",0
"Criminals",0.8
"Dissident",35.3
"Education",9.5
"Exiles",0
"Food Ministry",0
"General Population",29.7
"Government",27.1
"Heavy Industrial",0
"Human Rights IGOs",0
"Human Rights Ministry",0
"Human Rights NGOs",0
"Industrial",0
"Intelligence Ministry",0
"Jewish",0
"Labor",27.5
"Labor Ministry",0
"Media",0
"Medical",0
"Military",1.5
"Military Intelligence",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",16
"Police",0.6
"Protestors",18
"Provincial Party",4.4
"Radicals",0
"Rebel",0
"Refugees",4
"Social",635.1
"Unidentified Forces",9
