"TSectors","Intensity"
"Agricultural",0
"Buddhist",45.3
"Business",58.7
"Criminals",80.3
"Dissident",50.3
"Education",37.8
"Exiles",0
"Finance",7.7
"General Population",230.2
"Government",0
"Human Rights IGOs",34.3
"Human Rights NGOs",0
"Ideological",46.3
"International Ethnic",0
"International Religious",45.3
"Local",37.3
"Media",59.3
"Medical",84
"Municipal",0
"Muslim",0
"National Ethnic",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",89.3
"Protestors",65.3
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",48.3
"Social",258.5
"State Media",0
"Unidentified Forces",0
"Uyghur",0
