"TSectors","Intensity"
"(National) Minor Party",0
"Agriculture",0
"Army",0
"Centrist",0
"Criminals",33
"Dissident",3
"General Population",62
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Labor",39
"Local",0
"Media",36.5
"Military",13
"Muslim",8
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",47
"Protestors",18
"Provincial",0
"Radicals",0
"Rebel",0
"Social",103
"State-Owned Transportation",0
"Unidentified Forces",8
