"TSectors","Intensity"
"Agricultural",27.4
"Business",23.4
"Christian",23.4
"Criminals",24.4
"Dissident",13.4
"Education",0
"Elections Ministry",14.4
"Exiles",0
"General Population",44
"Human Rights IGOs",0
"Human Rights NGOs",26.4
"Ideological",0
"Insurgents",0
"International Dissident",0
"International Insurgents",13.6
"International Religious",22.4
"Labor",14.4
"Legal",0
"Marines",0
"Media",3.4
"Military",0
"Municipal",0
"National Religious",14
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",13.9
"Police",10
"Protestors",16
"Radicals",0
"Rebel",38.6
"Separatists",0
"Social",62.5
"State Owned Enterprises",0
"State-Owned Transportation",0
"Sunni",11.8
"Unidentified Forces",20.4
