"TSectors","Intensity"
"Agricultural",0
"Banned Parties",10.9
"Business",0
"Criminals",57.9
"Defense",0
"Dissident",17.9
"Education",0
"Elite",0
"Executive",11.9
"General Population",322.3
"Government",111.5
"Intelligence Ministry",0
"Interior",0
"International Religious",0
"Judicial",8.9
"Kurd (Ethnic Group)",0
"Labor",0
"Legal",0
"Legislative",3.9
"Local",18.9
"Media",0
"Medical",0
"Military",94.6
"Muslim",0
"National Religious",0
"Nongovernmental Organizations",0
"Parties",8.5
"Police",253.4
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",8.9
"Social",591.9
"Sunni",0
"Unidentified Forces",50.9
