"TSectors","Intensity"
"(National) Major Party",134
"Agricultural",147.3
"Buddhist",0
"Business",120.3
"Criminals",119.8
"Dissident",160.3
"Education",0
"Elite",110.5
"Exiles",0
"General Population",151.6
"Government",207.5
"Government Major Party (In Government)",104.8
"Human Rights IGOs",214.4
"Human Rights NGOs",116.3
"Insurgents",0
"International Religious",123.8
"Judicial",112.8
"Labor",103.4
"Legislative",0
"Media",0
"Medical",0
"Military",0
"Municipal",0
"Muslim",204.8
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Opposition Major Party (Out Of Government)",123.8
"Parties",107.6
"Police",327.4
"Protestors",183.6
"Radicals",107.8
"Rebel",127
"Social",904
"Unidentified Forces",115.4
