"TSectors","Intensity"
"(National) Major Party",143.7
"Agricultural",0
"Business",158.1
"Criminals",0
"Dissident",636.8
"Education",225.8
"General Population",2996.4
"Government",728.700000000001
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",80.8
"Ideological",0
"Insurgents",0
"International Religious",16
"Kashmiri",0
"Labor",121.9
"Legislative",71.9
"Media",8.4
"Medical",0
"Military",0
"Muslim",0
"National Religious",65.5
"Nongovernmental Organization (International)",88.5
"Nongovernmental Organizations",12
"Opposition Major Party (Out Of Government)",0
"Parties",103
"Police",549.5
"Protestors",110.8
"Radicals",0
"Rebel",28
"Separatists",8.2
"Sikh",49.2
"Social",2830.3
"Unidentified Forces",62
