"TSectors","Intensity"
"Agricultural",0
"Banned Parties",0
"Business",59.6
"Criminals",89.6
"Defense",0
"Dissident",0
"Education",70.6
"Elite",0
"Executive",0
"General Population",1508.1
"Government",29.6
"Intelligence Ministry",0
"Interior",0
"International Religious",23.6
"Judicial",29.6
"Kurd (Ethnic Group)",0
"Labor",29.6
"Legal",31.6
"Legislative",7.6
"Local",11.9
"Media",98.6
"Medical",0
"Military",297.2
"Muslim",0
"National Religious",151.6
"Nongovernmental Organizations",0
"Parties",7.6
"Police",655.6
"Protestors",12.2
"Provincial",0
"Radicals",0
"Rebel",0
"Social",29.6
"Sunni",0
"Unidentified Forces",176.6
