"TSectors","Intensity"
"Business",0
"Cabinet",7
"Criminals",26
"Dissident",17
"Education",0
"Elite",7
"Executive",41
"Executive Office",7
"Exiles",7
"Foreign Ministry",6
"General Population",301.1
"Government",70.8
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",7
"Insurgents",16
"Interior",0
"International Religious",352.6
"Judicial",0
"Labor",1
"Legal",0
"Legislative",0
"Media",7
"Medical",7
"Military",541.3
"Muslim",22.2
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",17
"Police",45
"Protestors",60
"Rebel",495.6
"Refugees",0
"Social",96.8
"Unidentified Forces",66.2
