"TSectors","Intensity"
"(National) Major Party",10.4
"Banned Parties",0
"Christian",0
"Criminals",0
"Dissident",29.6
"Education",4.4
"Elections Ministry",0
"General Population",2.4
"Government",26.9
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"International Ethnic",7.4
"International Religious",0
"Legal",0
"Legislative",1.4
"Media",0
"Military",8.9
"Municipal",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Oromo",0
"Parties",16.9
"Police",0
"Protestors",0
"Radicals",0
"Rebel",0
"Refugees",0
"Separatists",0
"Social",0
"State Media",0
"Unidentified Forces",0
