"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",30.8
"Business",183.8
"Criminals",260.8
"Dissident",256.3
"Education",222.7
"General Population",2777.4
"Government",228.8
"Government Major Party (In Government)",0
"Human Rights IGOs",30.4
"Human Rights NGOs",0
"Ideological",33
"Insurgents",0
"International Religious",29
"Kashmiri",21.4
"Labor",149.4
"Legislative",78.3
"Media",42.2
"Medical",69
"Military",51
"Muslim",30.3
"National Religious",47.7
"Nongovernmental Organization (International)",19.3
"Nongovernmental Organizations",15.8
"Opposition Major Party (Out Of Government)",51.4
"Parties",63.3
"Police",519.1
"Protestors",135.1
"Radicals",31.8
"Rebel",23.8
"Separatists",14.2
"Sikh",25.8
"Social",2873.1
"Unidentified Forces",64.8
