"TSectors","Intensity"
"Agricultural",0
"Air Force",0
"Army",0
"Army Headquarters",0
"Business",11
"Catholic",0
"Communist",0
"Criminals",29
"Dissident",32
"Education",0
"Elite",4
"Ethnic NGOs",0
"General Population",312
"Government",162.9
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Intelligence Ministry",0
"Justice",3
"Legal",0
"Media",6
"Medical",8
"Military",6
"National",0
"National Religious",0
"Navy",0
"Nongovernmental Organization (International)",0
"Organized Violent",0
"Police",26.5
"Protestors",8
"Radicals",0
"Rebel",0
"Social",20.9
"South American Indigenous",0
"Unidentified Forces",3
