"TSectors","Intensity"
"(National) Minor Party",5.2
"Agricultural",0
"Business",4.1
"Center Right",0
"Communist",8.6
"Criminals",18.6
"Dissident",0
"Education",0
"Elite",7.6
"Energy Ministry",0
"Entertainment",7.6
"Ethnic NGOs",0
"Exiles",0
"General Population",8.2
"Government",0
"Human Rights IGOs",0
"Ideological",13.6
"Insurgents",8.6
"Judicial",0
"Labor",0
"Legal",0
"Local",0
"Media",0
"Medical",0
"Military",0
"Municipal",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Provincial",0
"Rebel",0
"Social",11.2
"Transportation Business",0
"Unidentified Forces",0
