"TSectors","Intensity"
"(National) Major Party",9.8
"Agricultural",0
"Arab",0
"Beja",19.8
"Business",0
"Criminals",32.8
"Dissident",4
"Education",5.8
"General Population",0
"Government",0
"Government Major Party (In Government)",0
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Ethnic",1.8
"International Religious",6.8
"Labor",0
"Local",0
"Media",9.8
"Military",54
"National Ethnic",0
"National Ethnic Minority",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",27.8
"Police",18.8
"Print News",0
"Protestors",0
"Provincial",8.8
"Rebel",63.4
"Refugees",6
"Social",164.4
"Unidentified Forces",4
"Women",0
