"TSectors","Intensity"
"Agriculture",0
"Business",10.8
"Catholic",0
"Criminals",76.2
"Dissident",5
"Education",0
"Exiles",0
"Food Ministry",0
"General Population",1831.3
"Government",39.3
"Heavy Industrial",0
"Human Rights IGOs",0
"Human Rights Ministry",0
"Human Rights NGOs",0
"Industrial",0
"Intelligence Ministry",7
"Jewish",0
"Labor",0
"Labor Ministry",10
"Media",0
"Medical",0
"Military",0
"Military Intelligence",0
"Muslim",0
"National Religious",33
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",36.4
"Police",361.1
"Protestors",29
"Provincial Party",0
"Radicals",0
"Rebel",0
"Refugees",5
"Social",88.5
"Unidentified Forces",10
