"TSectors","Intensity"
"(National) Minor Party",11.8
"Army",0
"Catholic",0
"Criminals",95.8
"Dissident",163.3
"Education",13.8
"Executive Office",0
"General Population",0
"Government",0
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",68
"International Religious",0
"Kurd (Ethnic Group)",13.8
"Labor",0
"Legal",13.8
"Local",0
"Media",49.1
"Military",61
"Municipal",33.8
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",12.8
"Parties",27.3
"Police",196.3
"Protestors",46.3
"Radicals",0
"Rebel",72.8
"Refugees",0
"Separatists",0
"Social",282.6
"Unidentified Forces",0
