"TSectors","Intensity"
"Agriculture",0
"Business",28.1
"Catholic",0
"Criminals",36
"Dissident",3.6
"Education",0
"Exiles",0
"Food Ministry",0
"General Population",265.3
"Government",34.5
"Heavy Industrial",0
"Human Rights IGOs",0
"Human Rights Ministry",0
"Human Rights NGOs",0
"Industrial",0
"Intelligence Ministry",0
"Jewish",0
"Labor",34.4
"Labor Ministry",0
"Media",35.6
"Medical",18
"Military",13.6
"Military Intelligence",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",8.4
"Police",48
"Protestors",4.8
"Provincial Party",0
"Radicals",0
"Rebel",0
"Refugees",0
"Social",466.2
"Unidentified Forces",18
