"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",0
"Arab",0
"Beja",0
"Business",1
"Criminals",0
"Dissident",24
"Education",0
"General Population",0
"Government",87.8
"Government Major Party (In Government)",0
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Ethnic",0
"International Religious",0
"Labor",0
"Local",3
"Media",0
"Military",0
"National Ethnic",0
"National Ethnic Minority",0
"Nongovernmental Organization (International)",2
"Nongovernmental Organizations",0
"Police",18
"Print News",0
"Protestors",0
"Provincial",0
"Rebel",106.6
"Refugees",0
"Social",365.5
"Unidentified Forces",30
"Women",0
