"TSectors","Intensity"
"Army",144.7
"Business",139.1
"Center Left",0
"Christian",178.1
"Criminals",0
"Dissident",380.8
"Education",142.7
"Elections Ministry",138.3
"Entertainment",0
"Far Right",0
"Food Ministry",0
"General Population",430.2
"Government",0
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Insurgents",0
"International Religious",94.6
"Labor",142.1
"Lower House",0
"Medical",144.7
"Military",152.7
"Military Intelligence",0
"Muslim",0
"National Religious",0
"Parties",139.8
"Police",206.2
"Protestors",139.1
"Radicals",0
"Rebel",0
"Separatists",0
"Social",261.9
"State Owned Enterprises",0
"State-Owned Heavy Industrial",141.1
"Unidentified Forces",134.6
