"TSectors","Intensity"
"Agricultural",0
"Air Force",0
"Army",0
"Army Headquarters",0
"Business",86.1
"Catholic",0
"Communist",0
"Criminals",54.1
"Dissident",128.5
"Education",50.1
"Elite",51.4
"Ethnic NGOs",0
"General Population",0
"Government",0
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Intelligence Ministry",0
"Justice",0
"Legal",38.6
"Media",0
"Medical",0
"Military",68.1
"National",0
"National Religious",49.6
"Navy",0
"Nongovernmental Organization (International)",0
"Organized Violent",0
"Police",92.1
"Protestors",64.3
"Radicals",0
"Rebel",0
"Social",588.4
"South American Indigenous",0
"Unidentified Forces",58.1
