"TSectors","Intensity"
"(National) Major Party",33.4
"Agricultural",21.4
"Buddhist",0
"Business",19.6
"Criminals",62.6
"Dissident",0
"Education",32.9
"Elite",12.4
"Exiles",0
"General Population",541
"Government",93.3
"Government Major Party (In Government)",0
"Human Rights IGOs",29.9
"Human Rights NGOs",5.4
"Insurgents",0.4
"International Religious",0
"Judicial",0
"Labor",32.4
"Legislative",9.9
"Media",11.9
"Medical",13.4
"Military",10.9
"Municipal",0
"Muslim",47.9
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Opposition Major Party (Out Of Government)",0
"Parties",5.4
"Police",212.9
"Protestors",198.4
"Radicals",0
"Rebel",3.4
"Social",0
"Unidentified Forces",8.4
