"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",21.8
"Business",75.4
"Criminals",0
"Dissident",697
"Education",0
"General Population",1636.8
"Government",687.5
"Government Major Party (In Government)",40.3
"Human Rights IGOs",61.2
"Human Rights NGOs",0
"Ideological",0
"Insurgents",40
"International Religious",0
"Kashmiri",0
"Labor",0
"Legislative",0
"Media",36.4
"Medical",112.4
"Military",161.5
"Muslim",24
"National Religious",31.9
"Nongovernmental Organization (International)",90.7
"Nongovernmental Organizations",0
"Opposition Major Party (Out Of Government)",0
"Parties",123.6
"Police",286.9
"Protestors",82
"Radicals",15.6
"Rebel",109
"Separatists",23.6
"Sikh",0
"Social",2275.4
"Unidentified Forces",273
