"TSectors","Intensity"
"Army",73.1
"Business",113
"Center Left",0
"Christian",0
"Criminals",143.1
"Dissident",263.9
"Education",139.2
"Elections Ministry",55.7
"Entertainment",0
"Far Right",0
"Food Ministry",0
"General Population",674.7
"Government",0
"Government Major Party (In Government)",88.7
"Human Rights NGOs",83.1
"Insurgents",0
"International Religious",0
"Labor",0
"Lower House",0
"Medical",82.6
"Military",184.8
"Military Intelligence",0
"Muslim",244.7
"National Religious",0
"Parties",41.2
"Police",157.2
"Protestors",105.1
"Radicals",0
"Rebel",140.1
"Separatists",0
"Social",696.3
"State Owned Enterprises",0
"State-Owned Heavy Industrial",75.1
"Unidentified Forces",147.5
