"TSectors","Intensity"
"(National) Major Party",23.8
"Agricultural",0
"Buddhist",0
"Business",0
"Criminals",78.2
"Dissident",50.2
"Education",0
"Elite",40.2
"Exiles",16.2
"General Population",56.3
"Government",110.8
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",22.2
"Insurgents",16.2
"International Religious",28.2
"Judicial",2.2
"Labor",19.2
"Legislative",8.2
"Media",12.2
"Medical",0
"Military",24.3
"Municipal",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",20.2
"Nongovernmental Organizations",0
"Opposition Major Party (Out Of Government)",1.2
"Parties",14.8
"Police",84.1
"Protestors",0
"Radicals",0
"Rebel",0
"Social",352.6
"Unidentified Forces",26.2
