"TSectors","Intensity"
"Agricultural",0
"Army",0
"Banned Parties",0
"Center Left",0
"Criminals",65.4
"Dissident",40.4
"Education",0
"Exiles",0
"Far Left",0
"Fundamentalist",0
"General Population",237.2
"Government",51.8
"Human Rights IGOs",0
"Human Rights NGOs",16.4
"Information",0
"International Ethnic",0
"Kurd (Ethnic Group)",95.4
"Labor",0
"Labor NGOs",0
"Legal",0
"Media",0
"Military",22.6
"Military Intelligence",0
"National",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",21.4
"Police",0
"Protestors",0
"Radicals",0
"Radio News",0
"Rebel",26.4
"Social",14.7
"State-Owned Science",0
"Sunni",0
"Unidentified Forces",21.4
