"TSectors","Intensity"
"(National) Major Party",15.2
"Army",0
"Business",28.4
"Criminals",272.4
"Dissident",153.4
"Education",19.9
"Executive",29
"Fundamentalist",175.4
"General Population",730.1
"Government",922.800000000001
"Ideological",23.4
"Insurgents",0
"Intelligence Ministry",0
"International Religious",18
"Judicial",0
"Labor",0
"Legal",30.4
"Legislative",0
"Local",0
"Media",0
"Medical",0
"Military",0
"Municipal",0
"National Religious",0
"Nongovernmental Organizations",0
"Parties",0
"Police",0
"Protestors",31.4
"Provincial",0
"Radicals",0
"Rebel",233.4
"Social",429.5
"Sunni",384.9
"Unidentified Forces",282.4
