"TSectors","Intensity"
"Business",0
"Cabinet",0
"Criminals",0
"Dissident",38.2
"Education",0
"Elite",0
"Executive",28.2
"Executive Office",42.4
"Exiles",0
"Foreign Ministry",0
"General Population",12.2
"Government",24
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Interior",0
"International Religious",29.2
"Judicial",0
"Labor",0
"Legal",0
"Legislative",0
"Media",0
"Medical",0
"Military",0
"Muslim",0
"Nongovernmental Organization (International)",15.2
"Nongovernmental Organizations",0
"Parties",0
"Police",0
"Protestors",22.2
"Rebel",0
"Refugees",0
"Social",0
"Unidentified Forces",0
