"TSectors","Intensity"
"Agricultural",0
"Business",0
"Christian",0
"Criminals",66.8
"Dissident",23.8
"Education",0
"Elections Ministry",17.8
"Exiles",0
"General Population",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"Insurgents",0
"International Dissident",0
"International Insurgents",0
"International Religious",19.8
"Labor",0
"Legal",0
"Marines",0
"Media",0
"Military",27.9
"Municipal",25.8
"National Religious",0
"Nongovernmental Organization (International)",20.8
"Nongovernmental Organizations",0
"Police",0
"Protestors",20.8
"Radicals",0
"Rebel",0
"Separatists",0
"Social",186.4
"State Owned Enterprises",0
"State-Owned Transportation",0
"Sunni",0
"Unidentified Forces",25.8
