"TSectors","Intensity"
"(National) Major Party",0.0999999999999996
"Agricultural",4.6
"Business",54.9
"Criminals",104
"Dissident",406.4
"Education",78.6
"General Population",2472
"Government",662.1
"Government Major Party (In Government)",0
"Human Rights IGOs",32
"Human Rights NGOs",0
"Ideological",0
"Insurgents",6.5
"International Religious",0
"Kashmiri",3.5
"Labor",38.9
"Legislative",191.5
"Media",6.4
"Medical",17.5
"Military",111
"Muslim",44
"National Religious",13.5
"Nongovernmental Organization (International)",17.5
"Nongovernmental Organizations",13.5
"Opposition Major Party (Out Of Government)",0
"Parties",107
"Police",436.2
"Protestors",13.5
"Radicals",4.5
"Rebel",77.5
"Separatists",34.5
"Sikh",6.5
"Social",135
"Unidentified Forces",84.5
