"TSectors","Intensity"
"Agricultural",15
"Business",5
"Catholic",0
"Criminals",43
"Dissident",19
"Education",4
"Entertainment",0
"Environment Ministry",0
"General Population",285.1
"Government",41.9
"Human Rights NGOs",11
"International Religious",0
"Justice",5
"Labor",20
"Legal",2.6
"Legislative",17.4
"Local",0
"Media",6
"Medical",0
"Military",0
"Municipal",3.5
"Muslim",0
"National Religious",11
"Nilotic",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Provincial",0
"Rebel",0
"Refugees",6
"Social",40.4
"Television Entertainment",0
"Unidentified Forces",8
"Upper House",0
