"TSectors","Intensity"
"Army",11
"Business",0
"Center Left",0
"Christian",0
"Criminals",78
"Dissident",83.8
"Education",31.4
"Elections Ministry",0
"Entertainment",0
"Far Right",0
"Food Ministry",0
"General Population",258.3
"Government",270.8
"Government Major Party (In Government)",0
"Human Rights NGOs",13
"Insurgents",0
"International Religious",67
"Labor",0
"Lower House",0
"Medical",8
"Military",53.5
"Military Intelligence",0
"Muslim",0
"National Religious",0
"Parties",13.2
"Police",0
"Protestors",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",240.2
"State Owned Enterprises",0
"State-Owned Heavy Industrial",11
"Unidentified Forces",0
