"TSectors","Intensity"
"Agricultural",0
"Banned Parties",0
"Business",31.6
"Criminals",50.8
"Defense",30.6
"Dissident",229.3
"Education",32.6
"Elite",0
"Executive",19.2
"General Population",388.2
"Government",115.3
"Intelligence Ministry",0
"Interior",32.6
"International Religious",23.6
"Judicial",0
"Kurd (Ethnic Group)",141.6
"Labor",0
"Legal",0
"Legislative",25.6
"Local",21.6
"Media",0
"Medical",0
"Military",119
"Muslim",0
"National Religious",36.5
"Nongovernmental Organizations",39.6
"Parties",14.3
"Police",212.6
"Protestors",15
"Provincial",0
"Radicals",0
"Rebel",0
"Social",449.5
"Sunni",0
"Unidentified Forces",123.6
