"TSectors","Intensity"
"(National) Minor Party",0
"Agriculture",0
"Army",0
"Centrist",5
"Criminals",0
"Dissident",0
"General Population",18.4
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",52
"Labor",5
"Local",0
"Media",0
"Military",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",12.5
"Protestors",71
"Provincial",0
"Radicals",0
"Rebel",0
"Social",64.2
"State-Owned Transportation",0
"Unidentified Forces",0
