"TSectors","Intensity"
"(National) Minor Party",2
"Agricultural",0
"Business",3
"Criminals",25
"Defense",0
"Dissident",53
"Education",0
"Far Left",15
"Far Right",0
"General Population",138
"Government",159.2
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"Insurgents",0
"International Ethnic",0
"Labor",0
"Legislative",0
"Local",0
"Marines",0
"Media",0
"Medical",0
"Military",0
"Municipal",0
"National Ethnic Minority",0
"National Religious",7
"Nongovernmental Organizations",0
"Parties",5
"Police",0
"Protestors",0
"Provincial",0
"Rebel",0
"Social",12
"South American Indigenous",0
"Unidentified Forces",3
