"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",0
"Centrist",52.6
"Criminals",0
"Dissident",13.7
"Education",0
"Elite",0
"Executive Office",0
"Exiles",0
"General Population",0
"Government",0
"Human Rights NGOs",0
"Intelligence Ministry",0
"International Religious",13.7
"Local",0
"Media",16.2
"Military",0
"Muslim",0
"National Religious",49.2
"Police",10.7
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",41.7
"Separatists",0
"Social",117.1
"Tuareg",0
"Unidentified Forces",45.7
