"TSectors","Intensity"
"(National) Minor Party",97.4
"Army",86.2
"Catholic",0
"Criminals",138.8
"Dissident",163.5
"Education",0
"Executive Office",0
"General Population",0
"Government",0
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",146.8
"International Religious",87.3
"Kurd (Ethnic Group)",282
"Labor",101.3
"Legal",0
"Local",89
"Media",88.7
"Military",55.8
"Municipal",0
"Muslim",0
"National Religious",146.8
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",100.8
"Parties",61.3
"Police",93.8
"Protestors",77.8
"Radicals",91.8
"Rebel",91.4
"Refugees",0
"Separatists",0
"Social",301.4
"Unidentified Forces",97.7
