"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Berber-Kabyle",0
"Business",0
"Criminals",0
"Dissident",0
"Education",0
"Elite",0
"Ethnic NGOs",0
"Fundamentalist",0
"General Population",0
"Government",14.3
"Housing",0
"Human Rights IGOs",6.8
"Insurgents",14.8
"International Religious",0
"Judicial",0
"Labor",0
"Legal",0
"Legislative",0
"Local",0
"Media",0
"Medical",0
"Military",27.2
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",21.8
"Police",0
"Protestors",14.8
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",78
"Unidentified Forces",0
