"TSectors","Intensity"
"(National) Major Party",0
"Army",0
"Business",0
"Criminals",253.6
"Dissident",60.9
"Education",10.6
"Executive",30.5
"Fundamentalist",474.4
"General Population",0
"Government",475.7
"Ideological",92.6
"Insurgents",0
"Intelligence Ministry",0
"International Religious",215.3
"Judicial",39.8
"Labor",18.2
"Legal",0
"Legislative",3.6
"Local",15.2
"Media",0
"Medical",0
"Military",540.7
"Municipal",0
"National Religious",0
"Nongovernmental Organizations",13.6
"Parties",0
"Police",183.7
"Protestors",60.6
"Provincial",0
"Radicals",19.6
"Rebel",59.6
"Social",1178.3
"Sunni",0
"Unidentified Forces",441.6
