"TSectors","Intensity"
"Agricultural",0
"Air Force",0
"Army",0
"Army Headquarters",0
"Business",97.6
"Catholic",0
"Communist",0
"Criminals",0
"Dissident",202.5
"Education",0
"Elite",109.5
"Ethnic NGOs",0
"General Population",531.7
"Government",0
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Intelligence Ministry",0
"Justice",0
"Legal",0
"Media",0
"Medical",0
"Military",0
"National",0
"National Religious",115.1
"Navy",0
"Nongovernmental Organization (International)",0
"Organized Violent",0
"Police",0
"Protestors",0
"Radicals",0
"Rebel",0
"Social",150
"South American Indigenous",0
"Unidentified Forces",0
