"TSectors","Intensity"
"Agricultural",0
"Business",0
"Christian",0
"Criminals",25.4
"Dissident",46.6
"Education",0
"Elections Ministry",9.4
"Exiles",0
"General Population",62.1
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"Insurgents",0
"International Dissident",0
"International Insurgents",0
"International Religious",14.6
"Labor",0
"Legal",0
"Marines",0
"Media",14.4
"Military",7
"Municipal",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",11
"Police",0
"Protestors",12
"Radicals",0
"Rebel",7.8
"Separatists",10.4
"Social",101.5
"State Owned Enterprises",0
"State-Owned Transportation",0
"Sunni",0
"Unidentified Forces",30.4
