"TSectors","Intensity"
"Agricultural",0
"Banned Parties",0
"Business",0
"Criminals",42
"Defense",73
"Dissident",47
"Education",42
"Elite",0
"Executive",19.6
"General Population",301.4
"Government",395.5
"Intelligence Ministry",0
"Interior",42
"International Religious",0
"Judicial",42
"Kurd (Ethnic Group)",0
"Labor",0
"Legal",0
"Legislative",139.5
"Local",49.5
"Media",34
"Medical",0
"Military",72
"Muslim",0
"National Religious",0
"Nongovernmental Organizations",0
"Parties",27
"Police",0
"Protestors",35
"Provincial",0
"Radicals",0
"Rebel",52
"Social",317.4
"Sunni",34
"Unidentified Forces",59
