"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",1
"Business",0
"Center Right",0
"Communist",0
"Criminals",0
"Dissident",0
"Education",0
"Elite",6
"Executive",10
"Executive Office",0
"General Population",4
"Government",0
"Government Major Party (In Government)",0
"Ideological",0
"Judicial",0
"Labor",6
"Legal",0
"Local",0
"Medical",0
"Military",0
"National",0
"National Religious",3
"Navy",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Rebel",0
"Social",3
"Unidentified Forces",0
"Upper House",0
