"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",16.2
"Arab",0
"Beja",0
"Business",22.8
"Criminals",0
"Dissident",20.2
"Education",9.8
"General Population",0
"Government",253.3
"Government Major Party (In Government)",2.8
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",2.8
"Intelligence Ministry",0
"International Ethnic",1.8
"International Religious",4.4
"Labor",0
"Local",0
"Media",4.8
"Military",0
"National Ethnic",0
"National Ethnic Minority",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",30.8
"Print News",0
"Protestors",20.8
"Provincial",0
"Rebel",0
"Refugees",0
"Social",366.5
"Unidentified Forces",29.4
"Women",0
