"TSectors","Intensity"
"(National) Major Party",11
"Agricultural",0
"Business",0
"Center Right",0
"Communist",0
"Criminals",0
"Dissident",21
"Education",0
"Elite",0
"Executive",0
"Executive Office",0
"General Population",0
"Government",16.5
"Government Major Party (In Government)",0
"Ideological",0
"Judicial",12.3
"Labor",0
"Legal",0
"Local",0
"Medical",0
"Military",0
"National",0
"National Religious",0
"Navy",0
"Nongovernmental Organizations",0
"Police",26
"Protestors",0
"Rebel",0
"Social",0
"Unidentified Forces",0
"Upper House",0
