"TSectors","Intensity"
"Agricultural",292
"Business",264
"Christian",0
"Criminals",284
"Dissident",0
"Education",0
"Elections Ministry",270
"Exiles",0
"General Population",329
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"Insurgents",0
"International Dissident",0
"International Insurgents",0
"International Religious",400.5
"Labor",272
"Legal",252
"Marines",0
"Media",262
"Military",246.8
"Municipal",0
"National Religious",265
"Nongovernmental Organization (International)",255
"Nongovernmental Organizations",0
"Police",0
"Protestors",262.4
"Radicals",0
"Rebel",250
"Separatists",0
"Social",678.4
"State Owned Enterprises",0
"State-Owned Transportation",0
"Sunni",0
"Unidentified Forces",279
