"TSectors","Intensity"
"(National) Minor Party",0
"Air Force",0
"Army",60
"Business",27
"Center Right",29.1
"Centrist",37.5
"Criminals",118
"Dissident",246.3
"Education",50
"Executive",29
"General Population",303.6
"Government",224.1
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",24
"International Ethnic",49
"International Religious",36
"Labor",0
"Local",0
"Media",39.7
"Medical",0
"Military",63.6
"Muslim",17
"National Religious",41
"News",0
"Nongovernmental Organization (International)",40
"Nongovernmental Organizations",0
"Parties",0
"Police",261
"Protestors",45
"Provincial",0
"Radicals",0
"Rebel",63
"Social",815.8
"Unidentified Forces",843.2
