"TSectors","Intensity"
"(National) Major Party",0
"Army",16.7
"Business",0
"Criminals",0
"Dissident",81.7
"Education",0
"Executive",0
"Fundamentalist",21.7
"General Population",21.7
"Government",179.6
"Ideological",352.5
"Insurgents",0
"Intelligence Ministry",62.7
"International Religious",4.7
"Judicial",0
"Labor",0
"Legal",0
"Legislative",2.7
"Local",26.7
"Media",29.8
"Medical",0
"Military",171.1
"Municipal",0
"National Religious",0
"Nongovernmental Organizations",67.7
"Parties",85.2
"Police",393.3
"Protestors",0
"Provincial",8.2
"Radicals",0
"Rebel",22.7
"Social",1200.8
"Sunni",0
"Unidentified Forces",122.7
