"TSectors","Intensity"
"(National) Major Party",0
"Banned Parties",36
"Christian",0
"Criminals",0
"Dissident",6
"Education",0
"Elections Ministry",0
"General Population",0
"Government",0.7
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",1
"International Ethnic",0
"International Religious",0
"Legal",0
"Legislative",0
"Media",0
"Military",0
"Municipal",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Oromo",0
"Parties",0
"Police",21.5
"Protestors",38.5
"Radicals",0
"Rebel",0
"Refugees",0
"Separatists",0
"Social",15.6
"State Media",0
"Unidentified Forces",3
