"TSectors","Intensity"
"Agriculture",0
"Business",21.6
"Catholic",0
"Criminals",0
"Dissident",270.8
"Education",3.6
"Exiles",0
"Food Ministry",0
"General Population",1435.5
"Government",45.1
"Heavy Industrial",0
"Human Rights IGOs",0
"Human Rights Ministry",0
"Human Rights NGOs",0
"Industrial",0
"Intelligence Ministry",24
"Jewish",0
"Labor",50.4
"Labor Ministry",0
"Media",12
"Medical",0
"Military",0
"Military Intelligence",0
"Muslim",19
"National Religious",0
"Nongovernmental Organization (International)",68
"Nongovernmental Organizations",24
"Police",434.1
"Protestors",0
"Provincial Party",0
"Radicals",0
"Rebel",0
"Refugees",0
"Social",63
"Unidentified Forces",0.399999999999999
