"TSectors","Intensity"
"(National) Major Party",40.9
"Agricultural",0
"Arab",0
"Beja",0
"Business",0
"Criminals",0
"Dissident",6.3
"Education",0
"General Population",0
"Government",0
"Government Major Party (In Government)",0
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",46.4
"Insurgents",0
"Intelligence Ministry",0
"International Ethnic",34.6
"International Religious",0
"Labor",0
"Local",0
"Media",0
"Military",0
"National Ethnic",0
"National Ethnic Minority",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Print News",0
"Protestors",33.9
"Provincial",34
"Rebel",85
"Refugees",0
"Social",229.2
"Unidentified Forces",57.4
"Women",0
