"TSectors","Intensity"
"Agricultural",0
"Business",0
"Catholic",0
"Criminals",97.8
"Dissident",135.4
"Education",0
"Entertainment",0
"Environment Ministry",0
"General Population",284.8
"Government",103.3
"Human Rights NGOs",0
"International Religious",0
"Justice",0
"Labor",0
"Legal",0
"Legislative",39.8
"Local",0
"Media",5.4
"Medical",0
"Military",11
"Municipal",0
"Muslim",0
"National Religious",0
"Nilotic",0.4
"Nongovernmental Organization (International)",21.8
"Nongovernmental Organizations",2.4
"Police",0
"Protestors",0
"Provincial",0
"Rebel",0
"Refugees",0
"Social",169.3
"Television Entertainment",0
"Unidentified Forces",0
"Upper House",0
