"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",0
"Arab",18
"Beja",0
"Business",8
"Criminals",0
"Dissident",14
"Education",0
"General Population",0
"Government",27.4
"Government Major Party (In Government)",0
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Ethnic",0
"International Religious",32
"Labor",0
"Local",0
"Media",7
"Military",21
"National Ethnic",0
"National Ethnic Minority",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",10.8
"Police",0
"Print News",0
"Protestors",0
"Provincial",17
"Rebel",38.8
"Refugees",0
"Social",111
"Unidentified Forces",18
"Women",0
