"TSectors","Intensity"
"Business",0
"Cabinet",0
"Criminals",0
"Dissident",59
"Education",0
"Elite",8
"Executive",84.5
"Executive Office",0
"Exiles",0
"Foreign Ministry",2
"General Population",194.5
"Government",115.6
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Interior",0
"International Religious",6
"Judicial",0
"Labor",0
"Legal",0
"Legislative",0
"Media",0
"Medical",0
"Military",154.6
"Muslim",97.2
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",0
"Police",3
"Protestors",0
"Rebel",11.2
"Refugees",0
"Social",246.2
"Unidentified Forces",67.4
