"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",87.3
"Business",40.9
"Criminals",139.5
"Dissident",189.1
"Education",0
"General Population",3195
"Government",776.100000000001
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",51.4
"Insurgents",0
"International Religious",75.5
"Kashmiri",0
"Labor",87.3
"Legislative",0
"Media",0
"Medical",0
"Military",0
"Muslim",0
"National Religious",108.4
"Nongovernmental Organization (International)",87.1
"Nongovernmental Organizations",109.5
"Opposition Major Party (Out Of Government)",64.6
"Parties",0
"Police",581.6
"Protestors",400.9
"Radicals",0
"Rebel",120.9
"Separatists",63.9
"Sikh",63.9
"Social",359.8
"Unidentified Forces",242.9
