"TSectors","Intensity"
"Agricultural",0
"Banned Parties",0
"Business",0
"Criminals",40.5
"Defense",0
"Dissident",68.2
"Education",43.2
"Elite",0
"Executive",2.3
"General Population",481.6
"Government",126.7
"Intelligence Ministry",0
"Interior",0
"International Religious",0
"Judicial",96.2
"Kurd (Ethnic Group)",0
"Labor",0
"Legal",37.2
"Legislative",12.4
"Local",61.3
"Media",0
"Medical",0
"Military",0
"Muslim",0
"National Religious",0
"Nongovernmental Organizations",28.2
"Parties",3.4
"Police",98.8
"Protestors",46.2
"Provincial",0
"Radicals",0
"Rebel",28.2
"Social",375.7
"Sunni",0
"Unidentified Forces",309.8
