"TSectors","Intensity"
"(National) Major Party",60.2
"Agricultural",0
"Buddhist",0
"Business",52.8
"Criminals",65.2
"Dissident",35.1
"Education",51.2
"Elite",0
"Exiles",0
"General Population",230.8
"Government",36.1
"Government Major Party (In Government)",40.2
"Human Rights IGOs",0
"Human Rights NGOs",50.2
"Insurgents",0
"International Religious",52.2
"Judicial",44.2
"Labor",0
"Legislative",46.8
"Media",60.2
"Medical",0
"Military",172.1
"Municipal",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",56.2
"Opposition Major Party (Out Of Government)",0
"Parties",60.8
"Police",249
"Protestors",46.8
"Radicals",0
"Rebel",55.2
"Social",184.4
"Unidentified Forces",63.2
