"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Criminals",0
"Defense",0
"Dissident",0
"Elections Ministry",0
"Exiles",0
"General Population",0
"Government",48
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Intelligence Ministry",0
"Interior",0
"International Ethnic",0
"International Religious",0
"Labor",0
"Media",10
"Medical",22
"Military",12.2
"Muslim",0
"National Religious",25
"Nongovernmental Organization (International)",11
"Nongovernmental Organizations",0
"Police",21
"Protestors",3
"Radicals",0
"Rebel",18
"Refugees",0
"Separatists",0
"Social",35
"State Media",0
