"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",11
"Centrist",0
"Criminals",0
"Dissident",8.6
"Education",0
"Elite",1.6
"Executive Office",0
"Exiles",0
"General Population",0
"Government",121.6
"Human Rights NGOs",0
"Intelligence Ministry",0
"International Religious",0
"Local",0
"Media",0
"Military",0
"Muslim",0
"National Religious",0
"Police",34
"Protestors",12
"Provincial",0
"Radicals",0
"Rebel",67.5
"Separatists",0
"Social",93.4
"Tuareg",0
"Unidentified Forces",32.5
