"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",12.5
"Communist",0
"Criminals",5.5
"Dissident",0
"Education",0
"Environment Ministry",0
"General Population",36.7
"Government",0
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Labor",0
"Legislative",0
"Media",1.5
"Medical",0
"Military",8.1
"Municipal",0
"Nationalist",0
"Nongovernmental Organization (International)",1.5
"Nongovernmental Organizations",0
"Police",27.1
"Protestors",4.5
"Provincial",0
"Radicals",0
"Rebel",0
"Refugees",0
"Regional Diplomatic IGOs",0
"Social",31.1
"Transportation Business",0
"Unidentified Forces",2.5
"Women",0
