"TSectors","Intensity"
"Agricultural",71.8
"Army",70.8
"Banned Parties",0
"Center Left",71.8
"Criminals",184.6
"Dissident",0
"Education",66.8
"Exiles",0
"Far Left",0
"Fundamentalist",0
"General Population",57.3
"Government",0
"Human Rights IGOs",71.8
"Human Rights NGOs",0
"Information",0
"International Ethnic",0
"Kurd (Ethnic Group)",0
"Labor",71.8
"Labor NGOs",80.8
"Legal",0
"Media",57.8
"Military",0
"Military Intelligence",0
"National",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",66.2
"Protestors",0
"Radicals",0
"Radio News",0
"Rebel",0
"Social",89.1
"State-Owned Science",70.8
"Sunni",91.8
"Unidentified Forces",171.8
