"TSectors","Intensity"
"Agricultural",0
"Army",0
"Banned Parties",0
"Center Left",0
"Criminals",0
"Dissident",116
"Education",0
"Exiles",0
"Far Left",0
"Fundamentalist",0
"General Population",0
"Government",44.1
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"International Ethnic",20
"Kurd (Ethnic Group)",0
"Labor",0
"Labor NGOs",46
"Legal",0
"Media",0
"Military",0
"Military Intelligence",0
"National",0
"Nongovernmental Organization (International)",27
"Nongovernmental Organizations",0
"Police",0
"Protestors",10.4
"Radicals",0
"Radio News",0
"Rebel",0
"Social",206.9
"State-Owned Science",0
"Sunni",0
"Unidentified Forces",10
