"TSectors","Intensity"
"Agricultural",0
"Army",0
"Banned Parties",0
"Center Left",0
"Criminals",8
"Dissident",29
"Education",2
"Exiles",0
"Far Left",0
"Fundamentalist",0
"General Population",193.6
"Government",9.5
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"International Ethnic",0
"Kurd (Ethnic Group)",13
"Labor",0
"Labor NGOs",0
"Legal",2
"Media",23
"Military",19.7
"Military Intelligence",3
"National",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",7
"Police",24.5
"Protestors",0
"Radicals",0
"Radio News",0
"Rebel",0
"Social",37.5
"State-Owned Science",0
"Sunni",0
"Unidentified Forces",6.3
