"TSectors","Intensity"
"Army",187.9
"Business",0
"Center Left",191.9
"Christian",0
"Criminals",190.9
"Dissident",247.9
"Education",96.7
"Elections Ministry",0
"Entertainment",0
"Far Right",192.9
"Food Ministry",192.9
"General Population",1582.6
"Government",0
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Insurgents",0
"International Religious",275.6
"Labor",169.5
"Lower House",189.9
"Medical",184.9
"Military",266.2
"Military Intelligence",189.9
"Muslim",198.5
"National Religious",183.9
"Parties",204.2
"Police",556.1
"Protestors",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",210.8
"State Owned Enterprises",194.9
"State-Owned Heavy Industrial",0
"Unidentified Forces",187.9
