"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Berber-Kabyle",0
"Business",6
"Criminals",0
"Dissident",66
"Education",0
"Elite",0
"Ethnic NGOs",0
"Fundamentalist",0
"General Population",88.4
"Government",17.3
"Housing",0
"Human Rights IGOs",19
"Insurgents",0
"International Religious",0
"Judicial",0
"Labor",0
"Legal",0
"Legislative",0
"Local",0
"Media",0
"Medical",0
"Military",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Police",0
"Protestors",25
"Provincial",0
"Radicals",11
"Rebel",0
"Separatists",0
"Social",48
"Unidentified Forces",21
